date,year,week,rainfall_time_idx,rainfall_effect_mean,rainfall_effect_sd,rainfall_effect_q025,rainfall_effect_q975,rainfall_relative_risk,rainfall_relative_risk_q025,rainfall_relative_risk_q975
2020-11-23,2020,48,189,0.312518999964269,0.207635721122234,-0.0944470134353093,0.719485013363846,1.36686391129255,0.909875944549376,2.05337547737816
2020-11-30,2020,49,190,0.160414564755012,0.199105454624412,-0.229832126308835,0.55066125581886,1.17399746809458,0.794666994988172,1.73439952053502
2020-12-07,2020,50,191,0.00514094653553793,0.186992328567395,-0.361364017456556,0.371645910527631,1.00515418387561,0.696725332116869,1.45011941835519
2020-12-14,2020,51,192,-0.120063703103611,0.157903487800692,-0.429554539192968,0.189427132985746,0.886863938932244,0.650798935581212,1.20855705683659
2020-12-21,2020,52,193,-0.188600585016767,0.142595206803321,-0.468087190351276,0.0908860203177425,0.828117203066572,0.62619892277321,1.09514417395951
2021-01-04,2021,1,194,-0.0875946434733419,0.127452141323337,-0.337400840467083,0.162211553520399,0.916132161617857,0.713622733695182,1.17610902500915
2021-02-15,2021,7,195,-0.0203781183119953,0.103105639734026,-0.222465172190686,0.181708935566696,0.97982811230135,0.800542887419745,1.19926507966417
2021-02-22,2021,8,196,0.091768358961674,0.0968787110630698,-0.0981139147219427,0.281650632645291,1.09611088840691,0.90654562897852,1.32531561708369
2021-03-01,2021,9,197,0.124864619969886,0.098265544218763,-0.06773584669889,0.317465086638661,1.13299505777869,0.934507294163206,1.37364128559359
2021-03-08,2021,10,198,0.406248277615132,0.105234711754315,0.199988242576675,0.612508312653589,1.50117521439642,1.22138839769531,1.84505357064994
2021-03-15,2021,11,199,0.622033236926759,0.111178439632718,0.404123495246632,0.839942978606886,1.86271152804371,1.49798893004801,2.3162348980748
2021-03-22,2021,12,200,0.515222295390006,0.112736922611236,0.294257927071983,0.736186663708029,1.6740105852757,1.34213003069632,2.08795822723765
2021-03-29,2021,13,201,0.544835998868734,0.111523014415362,0.326250890614625,0.763421107122844,1.72432556784232,1.38576300019309,2.14560401995179
2021-04-05,2021,14,202,0.440822810919194,0.131100829257624,0.183865185574252,0.697780436264137,1.55398532871445,1.20185378494616,2.00928801165937
2021-04-12,2021,15,203,0.0953699286738944,0.103700798285937,-0.107883635966542,0.29862349331433,1.10006572572003,0.897732054075538,1.34800199615252
2021-04-19,2021,16,204,0.152038717788431,0.11475767305124,-0.0728863213919992,0.376963756968861,1.16420531101443,0.929706511760909,1.45785147145745
2021-04-26,2021,17,205,0.122371752264368,0.117374991850506,-0.107683231762624,0.35242673629136,1.13017416850137,0.897911981381658,1.42251543317458
2021-05-03,2021,18,206,-0.0513737761819375,0.117453782159931,-0.281583189215402,0.178835636851527,0.949923545371977,0.754588139468893,1.19582417858724
2021-05-10,2021,19,207,-0.0468810651338293,0.160407643761085,-0.361280046905557,0.267517916637898,0.954200878595609,0.696783838983294,1.30671704160243
2021-05-17,2021,20,208,-0.0223538597575077,0.176604547028866,-0.368498771934086,0.32379105241907,0.977894136437648,0.691772059139281,1.38235843648984
2021-05-24,2021,21,209,-0.0219361548551147,0.178695894241191,-0.372180107567848,0.328307797857619,0.978302692934544,0.689230095788434,1.38861631964598
2021-05-31,2021,22,210,-0.0526908592320315,0.176219019384387,-0.39808013722543,0.292698418761367,0.94867324072975,0.671608204687327,1.34003859898597
2021-06-07,2021,23,211,-0.0987753900884816,0.171103667469807,-0.434138578329303,0.23658779815234,0.905946169661951,0.647822475108401,1.26691878386563
2021-06-14,2021,24,212,-0.0467068614447281,0.162386937231953,-0.364985258419357,0.2715715355299,0.954367118388176,0.69420688450932,1.31202472488347
2021-06-21,2021,25,213,-0.00458891062959999,0.165901845160099,-0.329756527143395,0.320578705884195,0.995421602333619,0.719098793157267,1.37792494692134
2021-06-28,2021,26,214,0.117208414833426,0.166400586896906,-0.208936735484509,0.44335356515136,1.12435373726997,0.811446569793664,1.55792306428062
2021-07-05,2021,27,215,0.227912067209666,0.161118922733616,-0.0878810213482225,0.543705155767554,1.25597487920077,0.915869839199764,1.7223767282933
2021-07-12,2021,28,216,0.225965131217205,0.145961646793395,-0.0601196964978487,0.512049958932259,1.25353195538266,0.94165181441396,1.6687084749509
2021-07-19,2021,29,217,0.259360960036079,0.142904025515997,-0.0207309299752758,0.539452850047433,1.2961015612686,0.979482478490725,1.71506820592789
2021-07-26,2021,30,218,0.270050136614111,0.139170093793737,-0.0027232472216141,0.542823520449835,1.31003012956186,0.997280457452423,1.72085888932775
2021-08-02,2021,31,219,0.278278613836155,0.143074789853673,-0.00214797427704538,0.558705201949354,1.32085415419066,0.99785433096887,1.7484071998252
2021-08-09,2021,32,220,0.226415822142528,0.141354501596725,-0.050639000987054,0.503470645272109,1.25409703818883,0.950621782122259,1.65445333861677
2021-08-16,2021,33,221,0.149758181954223,0.137979620940829,-0.120681875089802,0.420198238998249,1.16155332420914,0.886315873906309,1.52226329766032
2021-08-23,2021,34,222,0.167237772408104,0.139933295507529,-0.107031486786653,0.441507031602862,1.18203528727412,0.89849738174954,1.55504896145673
2021-08-30,2021,35,223,0.248523502139154,0.145932545606261,-0.0375042872491173,0.534551291527425,1.28213095483533,0.963190288275257,1.70668226762393
2021-09-06,2021,36,224,0.252013692972301,0.142231580419216,-0.0267602046493627,0.530787590593965,1.28661365472936,0.973594677011799,1.70027089878592
2021-09-13,2021,37,225,0.32041736061807,0.14257175897401,0.0409767130290097,0.599858008207129,1.37770264318839,1.04182784424821,1.82186009284283
2021-09-20,2021,38,226,0.444572358966353,0.144402075249549,0.161544291477237,0.727600426455469,1.55982300886076,1.17532451386451,2.07010726847811
2021-09-27,2021,39,227,0.454729361489341,0.145747545267059,0.169064172765906,0.740394550212775,1.57574686753543,1.18419612962669,2.09676262945603
2021-10-04,2021,40,228,0.622103848555348,0.156289116534501,0.315777180147725,0.928430516962971,1.86284306178215,1.3713246632224,2.53053442842302
2021-10-11,2021,41,229,0.634538775974924,0.169500949194262,0.302316915554171,0.966760636395677,1.88615200219124,1.35298994232993,2.62941302375365
2021-10-18,2021,42,230,0.639571681397608,0.182971479029467,0.280947582499853,0.998195780295362,1.89566875520161,1.32438418120778,2.71338187244917
2021-10-25,2021,43,231,0.669238120611614,0.196976406515502,0.283164363841231,1.055311877382,1.95274899453581,1.32732330784644,2.87287099768295
2021-11-01,2021,44,232,0.552718236774667,0.212118277947401,0.13696641199776,0.968470061551574,1.73797081910586,1.14678962950087,2.63391165246077
2021-11-08,2021,45,233,0.440923510186933,0.220746538549325,0.00826029463025535,0.873586725743611,1.55414182177836,1.00829450499497,2.39548741983139
2021-11-15,2021,46,234,0.276154185949925,0.220036611238135,-0.15511757207682,0.70742594397667,1.31805107331768,0.856314492891541,2.02876238379155
2021-11-22,2021,47,235,0.125083923742637,0.212852581191108,-0.292107135391934,0.542274982877209,1.13324355511658,0.74668853491912,1.71991519242004
2021-11-29,2021,48,236,-0.0236901439228835,0.204279601314213,-0.42407816249874,0.376697874652973,0.976588264689901,0.654372732502022,1.45746390605768
2021-12-06,2021,49,237,-0.154303426404264,0.186944283056208,-0.520714221194432,0.212107368385905,0.857011941504137,0.594096080394222,1.23628061540706
